rank,sim,volume,section_id,section_title,stanza_no,text,source_url,label,notes
144,0.955,2,T97,048. வழிமொழி விண்ணப்பம்,2,கண்ணுன் மாமணி யேஅருட் கரும்பே / கற்ற நெஞ்சகம் கனிந்திடும் கனியே / எண்ணுள் உட்படா இன்பமே என்றென் / றெந்தை நின்றனை ஏத்திலன் எனினும் / மண்ணுள் மற்றியான் வழிவழி அடியேன் / மாய மன்றிதுன் மனம்அறிந் ததுவே / திண்ணம் ஈந்தருள் ஒற்றியூர் அரசே / தில்லை அம்பலம் திகழ்ஒளி விளக்கே.,https://www.thiruarutpa.org/thirumurai/v/T97/tm/vazimozi_vinnappam,,
145,0.955,1,T150,008. இங்கித மாலை,4,தண்ணார் மலரை மதிநதியைத் தாங்குஞ் சடையா ரிவர்தமைநா / னண்ணா லொற்றி யிருந்தவரே யைய ரேநீர் யாரென்றே / னண்ணா ரிடத்து மம்பலத்து நடவா தவர்நா மென்றுசொலி / யெண்ணா தருகே வருகின்றா ரிதுதான் சேடி யென்னேடீ.,https://www.thiruarutpa.org/thirumurai/v/T150/tm/ingkitha_maalai,,
146,0.955,5,T35,037. நாள் அவம்படாமை வேண்டல்,2,மணிக்குழை அடர்த்து மதர்த்தவேற் கண்ணார் / வஞ்சக மயக்கினில் ஆழ்ந்து / கணிக்கரும் துயர்கொள் மனத்தினை மீட்டுன் / கழலடிக் காக்கும்நாள் உளதோ / குணிக்கரும் பொருளே குணப்பெருங் குன்றே / குறிகுணங் கடந்ததோர் நெறியே / எணிக்கரும் மாலும் அயனும்நின் றேத்தும் / எந்தையே தணிகைஎம் இறையே.,https://www.thiruarutpa.org/thirumurai/v/T35/tm/n-aal_avampataamai_veental,,
147,0.955,6,T258,098. சற்குருமணி மாலை,5,உருவமும் அருவமும் உபயமும் உளதாய் / உளதில தாய்ஒளிர் ஒருதனி முதலே / கருவினில் எனக்கருள் கனிந்தளித் தவனே / கண்ணுடை யாய்பெருங் கடவுளர் பதியே / திருநிலை பெறஎனை வளர்க்கின்ற பரமே / சிவகுரு துரியத்தில் தெளிஅனு பவமே / தருவளர் பொழிவடல் சபைநிறை ஒளியே / தனிநட ராஜஎன் சற்குரு மணியே.,https://www.thiruarutpa.org/thirumurai/v/T258/tm/sarkurumani_maalai,,
148,0.955,1,T150,008. இங்கித மாலை,60,ஒருவ ரெனவா ழொற்றியுளீ ருமக்கம் மனையுண் டோவென்றே / னிருவ ரொருபே ருடையவர்கா ணென்றா ரென்னென்றே னெம்பேர் / மருவு மீறற் றயலகரம் வயங்கு மிகர மானதென்றே / யிருவு மொழிதந் தருள்கின்றா ரிதுதான் சேடி யென்னேடீ.,https://www.thiruarutpa.org/thirumurai/v/T150/tm/ingkitha_maalai,,
149,0.955,1,T161,006. திருவருண் முறையீடு,43,சேல்வைக்கும் கண்ணுமை பாகாநின் சித்தம் திருவருள்என் / பால்வைக்கு மேல்இடர் எல்லாம் எனைவிட்டப் பால்நடக்கக் / கால்வைக்கு மேநற் சுகவாழ்வென் மீதினில் கண்வைக்குமே / மால்வைக்கு மாயைகள் மண்வைக்கு மேதங்கள் வாய்தனிலே.,https://www.thiruarutpa.org/thirumurai/v/T161/tm/thiruvarun_muraiyiitu,,
150,0.955,1,T150,008. இங்கித மாலை,157,ஊற்றார் சடையீ ரொற்றியுளீ ரூரூ ரிரக்கத் துணிவுற்றீர் / நீற்றால் விளங்குந் திருமேனி நேர்ந்திங் கிளைத்தீர் நீரென்றேன் / சோற்றா லிளைத்தே மன்றுமது சொல்லா லிளைத்தே மின்றினிநா / மேற்றா லிகழ்வே யென்கின்றா ரிதுதான் சேடி யென்னேடீ.,https://www.thiruarutpa.org/thirumurai/v/T150/tm/ingkitha_maalai,,
151,0.955,6,T258,098. சற்குருமணி மாலை,21,கற்பனை முழுவதும் கடந்தவர் உளத்தே / கலந்துகொண் டினிக்கின்ற கற்பகக் கனியே / அற்பனை யாண்டுகொண் டறிவளித் தழியா / அருள்நிலை தனில்உற அருளிய அமுதே / பற்பல உலகமும் வியப்பஎன் தனக்கே / பதமலர் முடிமிசைப் பதித்தமெய்ப் பதியே / தற்பர பரம்பர சிதம்பர நிதியே / தனிநட ராஜஎன் சற்குரு மணியே.,https://www.thiruarutpa.org/thirumurai/v/T258/tm/sarkurumani_maalai,,
152,0.955,6,T369,107. ஞானசரியை (வாய்பறை ஆர்த்தல்),5,இன்புறலாம் எவ்வுலகும் ஏத்திடவாழ்ந் திடலாம் / எல்லாம்செய் வல்லசித்தி இறைமையும்பெற் றிடலாம் / அன்புடையீர் வம்மின்இங்கே சமரசசன் மார்க்கம் / அடைந்திடுமின் அகவடிவிங் கனகவடி வாகிப் / பொன்புடைநன் கொளிர்ஒளியே புத்தமுதே ஞான / பூரணமே ஆரணத்தின் பொருள்முடிமேல் பொருளே / வன்புடையார் பெறற்கரிதாம் மணியேசிற் சபையின் / மாமருந்தே என்றுரைமின் தீமையெலாம் தவிர்ந்தே.,https://www.thiruarutpa.org/thirumurai/v/T369/tm/njaanasariyai_(vaayparai_aarththal),,
153,0.955,4,T225,002. அருட்பிரகாச மாலை,29,படைப்பவனுங் காப்பவனும் பற்பலநாள் முயன்று / பார்க்கவிரும் பினுங்கிடையாப் பாதமலர் வருந்த / நடைப்புலையேன் பொருட்டாக நடத்திரவிற் கதவம் / நன்குதிறப் பித்தொன்று நல்கியதும் அன்றி / இடைப்படுநா ளினும்வந்தென் இதயமயக் கெல்லாம் / இரிந்திடச்செய் தனைஉன்றன் இன்னருள்என் என்பேன் / தடைப்படுமா றில்லாத பேரின்பப் பெருக்கே / தனிமன்றில் ஆனந்தத் தாண்டவஞ்செய் அரசே.,https://www.thiruarutpa.org/thirumurai/v/T225/tm/arutpirakaasa_maalai,,
154,0.954,5,T23,025. காணாப் பத்து,1,வரங்கொள் அடியர் மனமலரில் மகிழ்வுற் றமர்ந்த மாமணியே / திரங்கொள் தணிகை மலைவாழும் செல்வப் பெருக்கே சிற்பரமே / தரங்கொள் உலக மயல்அகலத் தாழ்ந்துள் உருக அழுதழுது / கரங்கொள் சிரத்தோ டியான்உன்னைக் கண்கள் ஆரக் கண்டிலனே.,https://www.thiruarutpa.org/thirumurai/v/T23/tm/kaanaap_paththu,,
155,0.954,2,T125,023. திருச்சாதனத் தெய்வத் திறம்,4,அருள்பழுக்கும் கற்பகமே அரசே முக்கண் / ஆரமுதே நினைப்புகழேன் அந்தோ வஞ்ச / மருள்பழுக்கும் நெஞ்சகத்தேன் வாளா நாளை / வாதமிட்டுக் கழிக்கின்றேன் மதியி லேனை / வெருள்பழுக்கும் கடுங்காட்டில் விடினும் ஆற்று / வெள்ளத்தில் அடித்தேக விடினும் பொல்லா / இருள்பழுக்கும் பிலஞ்சேர விடினும் அன்றி / என்செயினும் போதாதே எந்தாய் எந்தாய்.,https://www.thiruarutpa.org/thirumurai/v/T125/tm/thirussaathanath_theyvath_thiram,,
156,0.954,1,T156,001. திருவடிப் புகழ்ச்சி,31,என்பொறிக ளுக்கெலா நல்விடய மாம்பதமெ னெழுமையும் விடாப்பொற்பதம் / என்குறையெ லாந்தவிர்த் தாட்கொண்ட பதமெனக் கெய்ப்பில்வைப்பாகும்பதம் / எல்லார்க்கு நல்லபத மெல்லாஞ்செய் வல்லபத மிணையிலாத் துணையாம்பதம் / எழுமனமு டைந்துடைந் துருகிநெகிழ் பத்தர்கட் கின்னமுத மாகும்பதம்,https://www.thiruarutpa.org/thirumurai/v/T156/tm/thiruvatip_pukazssi,,
157,0.954,2,T79,041. அவத்தொழிற் கலைசல்,3,ஒன்றுநின் தன்மை அறிந்தில மறைகள் உள்ளம்நொந் திளைக்கின்றதின்னும் / நன்றுநின் தன்மை நான் அறிந் தேத்தல் நாயர சாளல்போல் அன்றோ / சென்றுநின் றடியர் உள்ளகத் தூறும் தெள்ளிய அமுதத்தின் திரட்டே / மன்றுள்நின் றாடும் மாணிக்க மலையே வளங்கொளும் ஒற்றியூர் மணியே.,https://www.thiruarutpa.org/thirumurai/v/T79/tm/avaththozir_kalaisal,,
158,0.954,6,T248,020. பிள்ளைப் பெரு விண்ணப்பம்,85,சாற்றுபே ரண்டப் பகுதிகள் அனைத்தும் தனித்தனி அவற்றுளே நிரம்பித் / தோற்றுமா பிண்டப் பகுதிகள் அனைத்தும் சோதியால் விளக்கிஆ னந்த / ஆற்றிலே நனைத்து வளர்த்திடும் பொதுவில் அரும்பெருந் தந்தையே இன்பப் / பேற்றிலே விழைந்தேன் தலைவநின் தனக்கே பிள்ளைநான் பேதுறல் அழகோ.,https://www.thiruarutpa.org/thirumurai/v/T248/tm/pillaip_peru_vinnappam,,
159,0.954,4,T225,002. அருட்பிரகாச மாலை,45,கற்பனைகள் எல்லாம்போய்க் கரைந்ததலந் தனிலே / கரையாது நிறைந்திருக் கழலடிகள் வருந்த / வெற்பனையும் இன்றிஒரு தனியாக நடந்து / விரைந்திரவிற் கதவுதனைக் காப்பவிழ்க்கப் புரிந்து / அற்பனைஓர் பொருளாக அழைத்தருளி அடியேன் / அங்கையில்ஒன் றளித்தனைநின் அருளினைஎன் புகல்வேன் / நற்பனவர் துதிக்கமணி மன்றகத்தே இன்ப / நடம்புரியும் பெருங்கருணை நாயகமா மணியே .,https://www.thiruarutpa.org/thirumurai/v/T225/tm/arutpirakaasa_maalai,,
160,0.954,5,T36,038. அன்பிற் பேதுறல்,1,மூடர்கள் தமக்குள் முற்படுங் கொடிய / முறியனேன் தனக்குநின் அடியாம் / ஏடவிழ் கமலத் திருநற வருந்த / என்றுகொல் அருள்புரிந் திடுவாய் / ஆடர வணிந்தே அம்பலத் தாடும் / ஐயருக் கொருதவப் பேறே / கோடணி தருக்கள் குலவும்நற் றணிகைக் / குன்றமர்ந் திடுகுணக் குன்றே,https://www.thiruarutpa.org/thirumurai/v/T36/tm/anpir_peethural,,
161,0.954,1,T127,007. வடிவுடை மாணிக்க மாலை,73,கற்பே விகற்பம் கடியும்ஒன் றேஎங்கள் கண்நிறைந்த / பொற்பேமெய்த் தொண்டர்தம் புண்ணிய மேஅருட் போதஇன்பே / சொற்பேர் அறிவுட் சுகப்பொரு ளேமெய்ச் சுயஞ்சுடரே / மற்பேர் பெறும்ஒற்றி மானே வடிவுடை மாணிக்கமே.,https://www.thiruarutpa.org/thirumurai/v/T127/tm/vativutai_maanikka_maalai,,
162,0.954,6,T282,039. திருவடிப் புகழ்ச்சி,7,மணமுளதாய் ஒளியினதாய் மந்திரஆ தரமாய் / வல்லதுவாய் நல்லதுவாய் மதங்கடந்த வரைப்பாய் / வணமுளதாய் வளமுளதாய் வயங்கும்ஓரு வெளியில் / மணிமேடை அமர்ந்ததிரு அடிமலர்கள் பெயர்த்தே / எணமுளஎன் பால்அடைந்தென் எண்ணமெலாம் அளித்தாய் / இங்கிதுதான் போதாதோ என்னரசே ஞானக் / குணமலையே அருளமுதே குருவேஎன் பதியே / கொடும்புலையேன் குடிசையிலும் குலவிநுழைந் தனையே.,https://www.thiruarutpa.org/thirumurai/v/T282/tm/thiruvatip_pukazssi,,
163,0.954,6,T247,019. பிள்ளைச் சிறு விண்ணப்பம்,21,தங்கமே அனையார் கூடிய ஞான சமரச சுத்தசன் மார்க்கச் / சங்கமே கண்டு களிக்கவும் சங்கம் சார்திருக் கோயில்கண் டிடவும் / துங்கமே பெறுஞ்சற் சங்கம்நீ டூழி துலங்கவும் சங்கத்தில் அடியேன் / அங்கமே குளிர நின்றனைப் பாடி ஆடவும் இச்சைகாண் எந்தாய்.,https://www.thiruarutpa.org/thirumurai/v/T247/tm/pillais_siru_vinnappam,,
164,0.954,4,T232,009. ஆளுடைய பிள்ளையார் அருண்மாலை,8,செவ்வகை ஒருகால் படுமதி அளவே செறிபொறி மனம்அதன் முடிவில் / எவ்வகை நிலையும் தோற்றும்நீ நினக்குள் எண்ணிய படிஎலாம் எய்தும் / இவ்வகை ஒன்றே வருத்தமில் வகைஎன் றெனக்கருள் புரிந்தசற் குருவே / தெவ்வகை அமண இருளற எழுந்த தீபமே சம்பந்தத் தேவே.,https://www.thiruarutpa.org/thirumurai/v/T232/tm/aalutaiya_pillaiyaar_arunmaalai,,
165,0.954,2,T74,003. ஸ்ரீ சிவசண்முக நாம ஸங்கீர்த்தன லகிரி,4,மருட்டி வஞ்சகம் மதித்திடும் கொடியார் / வாயல் காத்தின்னும் வருந்தில்என் பயனோ / இருட்டிப் போகின்ற தெழுதிஎன் நெஞ்சே / எழில்கொள் ஒற்றியூர் எனும்தலத் தேகித் / தெருட்டி றஞ்செயும் சண்முக சிவஓம் / சிவந மாஎனச் செப்பிநம் துயராம் / அரிட்டை ஓதுதும் ஐயுறல் என்மேல் / ஆணை காண்அவர் அருள்பெறல் ஆமே.,https://www.thiruarutpa.org/thirumurai/v/T74/tm/srii_sivasanmuka_n-aama_sangkiirththana_lakiri,,
166,0.954,1,T160,005. மகாதேவ மாலை,71,ஆனேறும் பெருமானே அரசே என்றன் / ஆருயிருக் கொருதுணையே அமுதே கொன்றைத் / தேனேறு மலர்ச்சடைஎஞ் சிவனே தில்லைச் / செழுஞ்சுடரே ஆனந்தத் தெய்வ மேஎன் / ஊனேறும் உயிர்க்குள்நிறை ஒளியே எல்லாம் / உடையானே நின்னடிச்சீர் உன்னி அன்பர் / வானேறு கின்றார்நான் ஒருவன் பாவி / மண்ணேறி மயக்கேறி வருந்துற் றேனே.,https://www.thiruarutpa.org/thirumurai/v/T160/tm/makaatheeva_maalai,,
167,0.954,1,T150,008. இங்கித மாலை,151,புரக்குங் குணத்தீர் திருவொற்றிப் புனித ரேநீர் போர்க்களிற்றை / யுரக்குங் கலக்கம் பெறவுரித்தீ ருள்ளத் திரக்க மென்னென்றேன் / கரக்கு மிடையாய் நீகளிற்றின் கன்றைக் கலக்கம் புரிந்தனைநின் / னிரக்க மிதுவோ வென்கின்றா ரிதுதான் சேடி யென்னேடீ.,https://www.thiruarutpa.org/thirumurai/v/T150/tm/ingkitha_maalai,,
168,0.954,6,T377,147. அனுபவ மாலை,11,மன்னுதிருச் சபைநடுவே வயங்குநடம் புரியும் / மணவாளர் திருமேனி வண்ணங்கண் டுவந்தேன் / என்னடிஇத் திருமேனி இருந்தவண்ணம் தோழி / என்புகல்வேன் மதிஇரவி இலங்கும்அங்கி உடனே / மின்னும்ஒன்றாய்க் கூடியவை எண்கடந்த கோடி / விளங்கும்வண்ணம் என்றுரைக்கோ உரைக்கினும்சா லாதே / அன்னவண்ணம் மறைமுடிவும் அறைவரிதே அந்த / அரும்பெருஞ்சோ தியின்வண்ணம் யார்உரைப்பர் அந்தோ.,https://www.thiruarutpa.org/thirumurai/v/T377/tm/anupava_maalai,,
169,0.954,5,T23,025. காணாப் பத்து,9,பள்ள உலகப் படுகுழியில் பரிந்தங் குழலா தானந்த / வெள்ளத் தழுந்தும் அன்பர்விழி விருந்தே தணிகை வெற்பரசே / உள்ளம் அகல அங்கும்இங்கும் ஓடி அலையும் வஞ்சநெஞ்சக் / கள்ளம் அகற்றி நின்உருவைக் கண்கள் ஆரக் கண்டிலனே.,https://www.thiruarutpa.org/thirumurai/v/T23/tm/kaanaap_paththu,,
170,0.954,6,T268,023. சிவ தரிசனம்,7,மாநிருபா திபர்சூழ மணிமுடிதான் பொறுத்தே / மண்ணாள வானாள மனத்தில்நினைத் தேனோ / தேன்ஒருவா மொழிச்சியரைத் திளைக்கவிழைந் தேனோ / தீஞ்சுவைகள் விரும்பினனோ தீமைகள்செய் தேனோ / நானொருபா வமும்அறியேன் நன்னிதியே எனது / நாயகனே பொதுவிளங்கும் நடராஜ பதியே / ஏன்ஒருமை இலர்போல்நீ இருக்கின்றாய் அழகோ / என்ஒருமை அறியாயோ யாவும்அறிந் தாயே.,https://www.thiruarutpa.org/thirumurai/v/T268/tm/siva_tharisanam,,
171,0.954,1,T160,005. மகாதேவ மாலை,14,அரிதாகி அரியதினும் அரிய தாகி / அநாதியாய் ஆதியாய் அருள தாகிப் / பெரிதாகிப் பெரியதினும் பெரிய தாகிப் / பேதமாய் அபேதமாய்ப் பிறங்கா நின்ற / கரிதாகி வெளிதாகிக் கலைக ளாகிக் / கலைகடந்த பொருளாகிக் கரணா தீதத் / தெரிதான வெளிநடுவில் அருளாம் வண்மைச் / செழுங்கிரணச் சுடராகித் திகழுந் தேவே.,https://www.thiruarutpa.org/thirumurai/v/T160/tm/makaatheeva_maalai,,
172,0.954,2,T74,003. ஸ்ரீ சிவசண்முக நாம ஸங்கீர்த்தன லகிரி,8,ஈர்ந்த நெஞ்சினர் இடந்தனில் இருந்தே / இடர்கொண் டாய்இனி இச்சிறு பொழுதும் / பேர்ந்து போகின்ற தெழுதிஎன் நெஞ்சே / பிறங்கும் ஒற்றியம் பெருநகர்க் கேகி / ஒர்ந்து சண்முக சரவண பவஓம் / ஓம்சு யம்புசங் கரசம்பு எனவே / ஆர்ந்து போற்றுதும் ஐயுறல் என்மேல் / ஆணை காண்அவர் அருள்பெறல் ஆமே.,https://www.thiruarutpa.org/thirumurai/v/T74/tm/srii_sivasanmuka_n-aama_sangkiirththana_lakiri,,
173,0.954,4,T234,011. ஆளுடைய நம்பிகள் அருண்மாலை,1,மதியணிசெஞ் சடைக்கனியை மன்றுள்நடம் புரிமருந்தைத் / துதியணிசெஞ் சுவைப்பொருளில் சொன்மாலை தொடுத்தருளி / விதியணிமா மறைநெறியும் மெய்ந்நிலைஆ கமநெறியும் / வதியணிந்து விளங்கவைத்த வன்தொண்டப் பெருந்தகையே.,https://www.thiruarutpa.org/thirumurai/v/T234/tm/aalutaiya_n-ampikal_arunmaalai,,
174,0.954,4,T234,011. ஆளுடைய நம்பிகள் அருண்மாலை,3,இலைக்குளநீ ரழைத்தனில் இடங்கர்உற அழைத்ததன்வாய்த் / தலைக்குதலை மதலைஉயிர் தழைப்பஅழைத் தருளியநின் / கலைக்கும்வட கலையின்முதற் கலைக்கும்உறு கணக்குயர்பொன் / மலைக்கும்அணு நிலைக்கும்உறா வன்தொண்டப் பெருந்தகையே.,https://www.thiruarutpa.org/thirumurai/v/T234/tm/aalutaiya_n-ampikal_arunmaalai,,
175,0.954,2,T73,002. அருள் நாம விளக்கம்,9,மட்டின் மங்கையர் கொங்கையை விழைந்தாய் / மட்டி லாததோர் வன்துயர் அடைந்தாய் / எட்டி அன்னர்பால் இரந்தலை கின்றாய் / எழில்கொள் ஒற்றியூர்க் கென்னுடன் போந்து / தட்டி லாதநல் தவத்தவர் வானோர் / சார்ந்தும் காண்கிலாத் தற்பரம் பொருளை / ஒட்டி ஓம்சிவ சண்முக சிவஓம் / ஓம்சி வாயஎன் றுன்னுதி மனனே.,https://www.thiruarutpa.org/thirumurai/v/T73/tm/arul_n-aama_vilakkam,,
176,0.954,6,T260,033. திருமுன் விண்ணப்பம்,5,இலங்கு பொன்னணிப் பொதுநடம் புரிகின்ற இறைவஇவ் வுலகெல்லாம் / துலங்கும் வண்ணநின் றருளுநின் திருவடித் துணைதுணை என்னாமல் / கலங்கு நாயினேன் விண்ணப்பம் திருச்செவி கலந்தருள் செயல்வேண்டும் / அலங்கும் இவ்வுடல் இம்மையே அழிவுறா அருள்உடல் உறுமாறே.,https://www.thiruarutpa.org/thirumurai/v/T260/tm/thirumun_vinnappam,,
177,0.954,6,T349,138. தங்குறுவம்பு,13,எந்தாய் என்றிடில் இந்தா நம்பதம் என்றீ யும்பர மன்றா டும்பத / என்றோ டிந்தன நன்றா மங்கண வெங்கோ மங்கள வெஞ்சா நெஞ்சக / சந்தே கங்கெட நந்தா மந்திர சந்தோ டம்பெற வந்தா ளந்தண / சம்போ சங்கர சம்போ சங்கர சம்போ சங்கர சம்போ சங்கர.,https://www.thiruarutpa.org/thirumurai/v/T349/tm/thangkuruvampu,,
178,0.954,6,T372,080. திருவடிப் பெருமை,25,வண்கலப்பில் சந்திசெயும் சத்தியுளே ஒருமை / வயங்கொளிமா சத்திஅத னுள்ஒருகா ரணமாம் / விண்கரண சத்திஅத னுள்தலைமை யாக / விளங்குகுருச் சத்திஅதின் மெய்ம்மைவடி வான / எண்குணமா சத்தி இந்தச் சத்திதனக் குள்ளே / இறையாகி அதுஅதுவாய் இலங்கிநடம் புரியும் / தண்கருணைத் திருவடியின் பெருமைஅறி வரிதேல் / சாமிதிரு மேனியின்சீர் சாற்றுவதென் தோழி.,https://www.thiruarutpa.org/thirumurai/v/T372/tm/thiruvatip_perumai,,
179,0.954,5,T26,028. முறையிட்ட பத்து,4,அருகா மலத்தின் அலைந்திரக்கம் அறியா வஞ்ச நெஞ்சகர்பால் / உருகா வருந்தி உழன்றலைந்தேன் உன்தாள் அன்றித் துணைகாணேன் / பெருகா தரவில் சிவன்பெறும்நற் பேறே தணிகைப் பெருவாழ்வே / முருகா முகம்மூ விரண்டுடையாய் முறையோ முறையோ முறையேயோ.,https://www.thiruarutpa.org/thirumurai/v/T26/tm/muraiyitta_paththu,,
180,0.954,2,T197,094. தனித் திருவிருத்தம்,12,கள்உருகும் மலர்மணம்போல் கலந்தெங்கும் நிறைந்தோய்நின் கருணைக் கந்தோ / முள்உருகும் வலியபராய் முருடுருகும் உருகாத முறைசேர் கல்லும் / வள்உருகும் மலைஉருகும் மண்உருகும் மரம்உருகும் மதியி லேன்றன் / உள்உருகும் வகையிலைஎன் செய்கேன்நான் ஏன்பிறந்தேன் ஒதிய னேனே.,https://www.thiruarutpa.org/thirumurai/v/T197/tm/thanith_thiruviruththam,,
181,0.954,2,T193,083. கலி விண்ணப்பம்,4,மண்ணுடை யாரிடை வாளா மனஞ்செல வைத்ததலால் / எண்ணுடை யாரிடை எய்திநின் தாண்மலர் ஏத்துகிலேன் / புண்ணுடை யாரிற் புலம்புகின் றேனைப் பொறுத்தருள்முக் / கண்ணுடை யாய்கழற் காலுடை யாய்மணி கண்டத்தனே.,https://www.thiruarutpa.org/thirumurai/v/T193/tm/kali_vinnappam,,
182,0.954,2,T165,080. விண்ணப்பப் பதிகம்,1,தண்ணார் மதிபோல் சீதளவெண் தரளக் கவிகைத் தனிநிழற்கீழ்க் / கண்ணார் செல்வச் செருக்கினர்தம் களிப்பில் சிறிய கடைநாயேன் / பெண்ணார் பாகப் பெருந்தகைதன் பெரிய கருணைக் குரியம்என்றே / எண்ணா நின்று களிக்கின்றேன் ஆரூர் எந்தாய் இரங்காயே.,https://www.thiruarutpa.org/thirumurai/v/T165/tm/vinnappap_pathikam,,
183,0.954,6,T369,107. ஞானசரியை (வாய்பறை ஆர்த்தல்),12,திருநெறிஒன் றேஅதுதான் சமரசசன் மார்க்கச் / சிவநெறிஎன் றுணர்ந்துலகீர் சேர்ந்திடுமின் ஈண்டு / வருநெறியில் எனையாட்கொண் டருளமுதம் அளித்து / வல்லபசத் திகளெல்லாம் வழங்கியஓர் வள்ளல் / பெருநெறியில் சித்தாடத் திருவுளங்கொண் டருளிப் / பெருங்கருணை வடிவினொடு வருதருணம் இதுவே / கருநெறிவீழ்ந் துழலாதீர் கலக்கமடை யாதீர் / கண்மையினால் கருத்தொருமித் துண்மைஉரைத் தேனே.,https://www.thiruarutpa.org/thirumurai/v/T369/tm/njaanasariyai_(vaayparai_aarththal),,
184,0.954,5,T12,014. பொறுக்காப் பத்து,2,நன்மைய எல்லாம் அளித்திடும் உனது / நளினமா மலர்அடி வழுத்தாப் / புன்மையர் இடத்திவ் வடியனேன் புகுதல் / பொறுக்கிலன் பொறுக்கிலன் கண்டாய் / சின்மயப் பொருள்நின் தொண்டர்பால் நாயேன் / சேர்ந்திடத் திருவருள் புரியாய் / தன்மயக் கற்றோர்க் கருள்தரும் பொருளே / தணிகைவாழ் சரவண பவனே.,https://www.thiruarutpa.org/thirumurai/v/T12/tm/porukkaap_paththu,,
185,0.954,5,T3,005. பிரார்த்தனை மாலை,1,சீர்கொண்ட தெய்வ வதனங்கள் ஆறும் திகழ்கடப்பந் / தார்கொண்ட பன்னிரு தோள்களும் தாமரைத் தாள்களும்ஓர் / கூர்கொண்ட வேலும் மயிலும்நற் கோழிக் கொடியும்அருட் / கார்கொண்ட வண்மைத் தணிகா சலமும்என் கண்ணுற்றதே,https://www.thiruarutpa.org/thirumurai/v/T3/tm/piraarththanai_maalai,,
186,0.954,6,T372,080. திருவடிப் பெருமை,43,பரவியஐங் கருவினிலே பருவசத்தி வயத்தே / பரைஅதிட்டித் திடநாத விந்துமயக் கத்தே / விரவியதத் துவஅணுக்கள் ஒன்றோடொன் றாய்ஒன்றி / விளங்கஅவற் றடிநடுவீ றிவற்றினில்மூ விதமாய் / உரவியலுற் றுயிர்இயக்கி அறிவைஅறி வித்தே / ஓங்குதிரு அம்பலத்தில் ஒளிநடனம் புரியும் / தரவியலிற் றிதுஎனயார் தெரிந்துரைப்பார் சிறிய / தமியள்உரைத் திடுந்தரமோ சாற்றாய்என் தோழி.,https://www.thiruarutpa.org/thirumurai/v/T372/tm/thiruvatip_perumai,,
187,0.954,6,T361,067. சிற்சத்தி துதி,7,புலங்கொள் கொடிய மனம்போன போக்கில் போகா தெனைமீட்டு / நலங்கொள் கருணைச் சன்மார்க்க நாட்டில் விடுத்த நற்கொடியே / வலங்கொள் ஞான சித்திஎலாம் வயங்க விளங்கு மணிமன்றில் / குலங்கொள் கொடியே மெய்ஞ்ஞானக் கொடியே அடியேற் கருளுகவே.,https://www.thiruarutpa.org/thirumurai/v/T361/tm/sirsaththi_thuthi,,
188,0.954,1,T161,006. திருவருண் முறையீடு,184,வானாள மாலயன் வாழ்வாள அன்றிஇம் மண்முழுதும் / தானாள நின்பதம் தாழ்பவர் தாழ்கஒண் சங்கையங்கை / மானாள மெய்யிடந் தந்தோய்துன் பற்ற மனமதொன்றே / நானாள எண்ணிநின் தாளேத்து கின்றனன் நல்குகவே.,https://www.thiruarutpa.org/thirumurai/v/T161/tm/thiruvarun_muraiyiitu,,
189,0.954,2,T126,086. உள்ளப் பதிகம்,1,நீரார் சடையது நீண்மால் விடையது நேர்கொள்கொன்றைத் / தாரார் முடியது சீரார் அடியது தாழ்வகற்றும் / பேரா யிரத்தது பேரா வரத்தது பேருலகம / ஒரா வளத்ததொன் றுண்டேமுக் கண்ணொடென் உள்ளகத்தே.,https://www.thiruarutpa.org/thirumurai/v/T126/tm/ullap_pathikam,,
190,0.954,6,T292,037. அருள்விளக்க மாலை,79,மெய்ச்சுகமும் உயிர்ச்சுகமும் மிகுங்கரணச் சுகமும் / விளங்குபதச் சுகமும்அதன் மேல்வீட்டுச் சுகமும் / எச்சுகமும் தன்னிடத்தே எழுந்தசுகம் ஆக / எங்கணும்ஓர் நீக்கமற எழுந்தபெருஞ் சுகமே / அச்சுகமும் அடையறிவும் அடைந்தவரும் காட்டா / ததுதானாய் அதுஅதுவாய் அப்பாலாம் பொருளே / பொய்ச்சுகத்தை விரும்பாத புனிதர்மகிழ்ந் தேத்தும் / பொதுநடத்தென் அரசேஎன் புகலும்அணிந் தருளே.,https://www.thiruarutpa.org/thirumurai/v/T292/tm/arulvilakka_maalai,,
191,0.954,6,T375,081. தோழிக் குரிமை கிளத்தல்,13,வாய்திறவா மவுனமதே ஆகும்எனில் தோழி / மவுனசத்தி வெளிஏழும் பரத்தபரத் தொழியும் / தூயபரா பரம்அதுவே என்றால்அங் கதுதான் / துலங்குநடு வெளிதனிலே கலந்துகரை வதுகாண் / மேயநடு வெளிஎன்றால் தற்பரமாம் வெளியில் / விரவியிடும் தற்பரமாம் வெளிஎன்றால் அதுவும் / ஆயபெரு வெளிதனிலே அடங்கும்இது மட்டே / அளப்பதொரு வாறதன்மேல் அளப்பதரி தரிதே.,https://www.thiruarutpa.org/thirumurai/v/T375/tm/thoozik_kurimai_kilaththal,,
